node,device_type,timestamp,V,I,P,Q,kwh
node2,residential,2025-03-17 19:45:00,227.38,0.006,1.38,0.68,0.3448
node2,residential,2025-03-17 20:00:00,226.59,0.006,1.33,0.66,0.3325
node2,residential,2025-03-17 20:15:00,223.04,0.004,0.91,0.47,0.2286
node2,residential,2025-03-17 20:30:00,230.39,0.005,1.14,0.58,0.2861
node2,residential,2025-03-17 20:45:00,233.24,0.006,1.41,0.72,0.3537
node2,residential,2025-03-17 21:00:00,234.33,0.006,1.29,0.63,0.3237
node2,residential,2025-03-17 21:15:00,239.08,0.006,1.41,0.7,0.3524
node2,residential,2025-03-17 21:30:00,222.73,0.005,1.18,0.56,0.2947
node2,residential,2025-03-17 21:45:00,224.98,0.005,1.24,0.59,0.3092
node2,residential,2025-03-17 22:00:00,237.61,0.002,0.46,0.24,0.1152
node2,residential,2025-03-17 22:15:00,227.94,0.001,0.24,0.1,0.0603
node2,residential,2025-03-17 22:30:00,228.37,0.002,0.41,0.21,0.1035
node2,residential,2025-03-17 22:45:00,236.22,0.002,0.39,0.18,0.097
node2,residential,2025-03-17 23:00:00,220.76,0.002,0.44,0.23,0.1099
node2,residential,2025-03-17 23:15:00,235.48,0.001,0.27,0.13,0.0677
node2,residential,2025-03-17 23:30:00,221.92,0.002,0.48,0.23,0.1202
node2,residential,2025-03-17 23:45:00,226.84,0.002,0.44,0.18,0.1091
node2,residential,2025-03-18 00:00:00,222.78,0.001,0.22,0.13,0.0542
node2,residential,2025-03-18 00:15:00,229.91,0.002,0.49,0.22,0.1221
node2,residential,2025-03-18 00:30:00,229.89,0.002,0.37,0.16,0.0915
node2,residential,2025-03-18 00:45:00,239.53,0.002,0.43,0.24,0.107
node2,residential,2025-03-18 01:00:00,221.92,0.002,0.35,0.21,0.087
node2,residential,2025-03-18 01:15:00,239.32,0.001,0.24,0.13,0.0591
node2,residential,2025-03-18 01:30:00,241.39,0.001,0.2,0.09,0.0505
node2,residential,2025-03-18 01:45:00,225.66,0.002,0.35,0.16,0.0869
node2,residential,2025-03-18 02:00:00,230.32,0.002,0.46,0.23,0.115
node2,residential,2025-03-18 02:15:00,237.16,0.001,0.35,0.15,0.0881
node2,residential,2025-03-18 02:30:00,219.23,0.002,0.47,0.23,0.1186
node2,residential,2025-03-18 02:45:00,238.34,0.002,0.47,0.26,0.1183
node2,residential,2025-03-18 03:00:00,222.37,0.001,0.22,0.07,0.0558
node2,residential,2025-03-18 03:15:00,232.74,0.002,0.48,0.21,0.1212
node2,residential,2025-03-18 03:30:00,233.69,0.002,0.49,0.23,0.123
node2,residential,2025-03-18 03:45:00,234.11,0.002,0.39,0.21,0.098
node2,residential,2025-03-18 04:00:00,226.73,0.002,0.37,0.23,0.093
node2,residential,2025-03-18 04:15:00,223.14,0.002,0.47,0.25,0.1166
node2,residential,2025-03-18 04:30:00,229.77,0.002,0.46,0.25,0.1145
node2,residential,2025-03-18 04:45:00,240.94,0.001,0.31,0.16,0.0764
node2,residential,2025-03-18 05:00:00,241.33,0.001,0.34,0.18,0.085
node2,residential,2025-03-18 05:15:00,229.77,0.002,0.36,0.16,0.0891
node2,residential,2025-03-18 05:30:00,221.12,0.002,0.36,0.2,0.0892
node2,residential,2025-03-18 05:45:00,231.38,0.002,0.37,0.19,0.0918
node2,residential,2025-03-18 06:00:00,229.59,0.004,1.02,0.5,0.2547
node2,residential,2025-03-18 06:15:00,224.3,0.005,1.18,0.57,0.2961
node2,residential,2025-03-18 06:30:00,230.52,0.004,0.86,0.4,0.2147
node2,residential,2025-03-18 06:45:00,224.23,0.005,1.07,0.54,0.2663
node2,residential,2025-03-18 07:00:00,227.58,0.005,1.07,0.55,0.2671
node2,residential,2025-03-18 07:15:00,219.92,0.004,0.88,0.44,0.2194
node2,residential,2025-03-18 07:30:00,221.67,0.004,0.98,0.46,0.2447
node2,residential,2025-03-18 07:45:00,241.08,0.004,0.86,0.41,0.2153
node2,residential,2025-03-18 08:00:00,226.61,0.004,0.8,0.38,0.2002
node2,residential,2025-03-18 08:15:00,233.67,0.004,1.0,0.48,0.2491
node2,residential,2025-03-18 08:30:00,221.55,0.005,1.08,0.53,0.2696
node2,residential,2025-03-18 08:45:00,222.4,0.005,1.1,0.54,0.2745
node2,residential,2025-03-18 09:00:00,229.13,0.001,0.28,0.11,0.0698
node2,residential,2025-03-18 09:15:00,220.55,0.001,0.25,0.14,0.0615
node2,residential,2025-03-18 09:30:00,219.59,0.001,0.32,0.18,0.0801
node2,residential,2025-03-18 09:45:00,233.86,0.001,0.29,0.15,0.0734
node2,residential,2025-03-18 10:00:00,239.64,0.001,0.21,0.1,0.0536
node2,residential,2025-03-18 10:15:00,239.13,0.002,0.42,0.18,0.1057
node2,residential,2025-03-18 10:30:00,227.7,0.001,0.24,0.09,0.0595
node2,residential,2025-03-18 10:45:00,233.98,0.002,0.45,0.22,0.1118
node2,residential,2025-03-18 11:00:00,233.53,0.001,0.21,0.1,0.0516
node2,residential,2025-03-18 11:15:00,235.67,0.001,0.24,0.13,0.0601
node2,residential,2025-03-18 11:30:00,232.93,0.002,0.38,0.22,0.095
node2,residential,2025-03-18 11:45:00,229.0,0.001,0.3,0.15,0.0753
node2,residential,2025-03-18 12:00:00,238.18,0.001,0.3,0.13,0.0757
node2,residential,2025-03-18 12:15:00,228.33,0.001,0.29,0.17,0.0728
node2,residential,2025-03-18 12:30:00,240.09,0.002,0.37,0.18,0.0924
node2,residential,2025-03-18 12:45:00,222.88,0.001,0.22,0.11,0.0553
node2,residential,2025-03-18 13:00:00,219.67,0.002,0.38,0.19,0.095
node2,residential,2025-03-18 13:15:00,221.29,0.002,0.36,0.2,0.0907
node2,residential,2025-03-18 13:30:00,226.93,0.001,0.22,0.1,0.0551
node2,residential,2025-03-18 13:45:00,220.35,0.001,0.23,0.13,0.0583
node2,residential,2025-03-18 14:00:00,232.84,0.002,0.42,0.2,0.1056
node2,residential,2025-03-18 14:15:00,224.6,0.001,0.31,0.11,0.0783
node2,residential,2025-03-18 14:30:00,230.53,0.001,0.25,0.15,0.0622
node2,residential,2025-03-18 14:45:00,222.72,0.001,0.31,0.17,0.0768
node2,residential,2025-03-18 15:00:00,241.49,0.001,0.22,0.09,0.0543
node2,residential,2025-03-18 15:15:00,224.41,0.002,0.45,0.24,0.1124
node2,residential,2025-03-18 15:30:00,234.59,0.001,0.24,0.08,0.059
node2,residential,2025-03-18 15:45:00,224.53,0.002,0.48,0.22,0.1207
node2,residential,2025-03-18 16:00:00,230.26,0.002,0.4,0.2,0.101
node2,residential,2025-03-18 16:15:00,219.36,0.002,0.38,0.22,0.0941
node2,residential,2025-03-18 16:30:00,223.16,0.002,0.38,0.18,0.094
node2,residential,2025-03-18 16:45:00,227.44,0.001,0.33,0.16,0.0835
node2,residential,2025-03-18 17:00:00,226.49,0.002,0.4,0.22,0.0992
node2,residential,2025-03-18 17:15:00,220.75,0.001,0.25,0.14,0.0624
node2,residential,2025-03-18 17:30:00,232.05,0.001,0.33,0.15,0.0816
node2,residential,2025-03-18 17:45:00,225.44,0.002,0.46,0.23,0.116
node2,residential,2025-03-18 18:00:00,233.64,0.005,1.22,0.59,0.3057
node2,residential,2025-03-18 18:15:00,233.54,0.006,1.46,0.74,0.3662
node2,residential,2025-03-18 18:30:00,223.14,0.004,1.0,0.5,0.2508
node2,residential,2025-03-18 18:45:00,240.41,0.005,1.25,0.62,0.3135
node2,residential,2025-03-18 19:00:00,223.51,0.006,1.35,0.65,0.3377
node2,residential,2025-03-18 19:15:00,238.14,0.005,1.18,0.57,0.2945
node2,residential,2025-03-18 19:30:00,240.1,0.005,1.26,0.6,0.3153
node2,residential,2025-03-18 19:45:00,219.31,0.004,0.92,0.47,0.2312
node2,residential,2025-03-18 20:00:00,225.54,0.006,1.31,0.59,0.3287
node2,residential,2025-03-18 20:15:00,227.18,0.006,1.31,0.63,0.3286
node2,residential,2025-03-18 20:30:00,228.28,0.006,1.47,0.76,0.3686
node2,residential,2025-03-18 20:45:00,240.66,0.005,1.18,0.56,0.2952
node2,residential,2025-03-18 21:00:00,229.66,0.005,1.24,0.6,0.3103
node2,residential,2025-03-18 21:15:00,230.24,0.004,0.93,0.42,0.2326
node2,residential,2025-03-18 21:30:00,221.93,0.006,1.3,0.66,0.3238
node2,residential,2025-03-18 21:45:00,223.33,0.006,1.44,0.72,0.3612
node2,residential,2025-03-18 22:00:00,232.83,0.002,0.37,0.2,0.0922
node2,residential,2025-03-18 22:15:00,235.29,0.002,0.45,0.24,0.1113
node2,residential,2025-03-18 22:30:00,225.16,0.001,0.29,0.14,0.0716
node2,residential,2025-03-18 22:45:00,240.36,0.002,0.44,0.23,0.1091
node2,residential,2025-03-18 23:00:00,232.83,0.002,0.49,0.24,0.1231
node2,residential,2025-03-18 23:15:00,221.68,0.001,0.23,0.1,0.0567
node2,residential,2025-03-18 23:30:00,226.61,0.001,0.27,0.12,0.0666
node2,residential,2025-03-18 23:45:00,222.5,0.001,0.25,0.15,0.0626
node2,residential,2025-03-19 00:00:00,224.46,0.001,0.25,0.14,0.0636
node2,residential,2025-03-19 00:15:00,220.29,0.002,0.41,0.23,0.1024
node2,residential,2025-03-19 00:30:00,229.19,0.002,0.43,0.22,0.1073
node2,residential,2025-03-19 00:45:00,223.12,0.001,0.32,0.17,0.0806
node2,residential,2025-03-19 01:00:00,236.47,0.002,0.4,0.2,0.0992
node2,residential,2025-03-19 01:15:00,221.02,0.001,0.28,0.14,0.0709
node2,residential,2025-03-19 01:30:00,234.92,0.001,0.32,0.16,0.0789
node2,residential,2025-03-19 01:45:00,235.26,0.001,0.32,0.17,0.0794
node2,residential,2025-03-19 02:00:00,218.52,0.002,0.38,0.16,0.0948
node2,residential,2025-03-19 02:15:00,235.12,0.002,0.38,0.2,0.0941
node2,residential,2025-03-19 02:30:00,236.18,0.001,0.25,0.13,0.0617
node2,residential,2025-03-19 02:45:00,241.27,0.001,0.32,0.14,0.08
node2,residential,2025-03-19 03:00:00,222.83,0.002,0.42,0.19,0.1052
node2,residential,2025-03-19 03:15:00,240.8,0.001,0.22,0.11,0.0546
node2,residential,2025-03-19 03:30:00,240.97,0.002,0.42,0.17,0.1041
node2,residential,2025-03-19 03:45:00,240.58,0.001,0.32,0.16,0.08
node2,residential,2025-03-19 04:00:00,218.6,0.002,0.41,0.2,0.1021
node2,residential,2025-03-19 04:15:00,228.6,0.001,0.24,0.11,0.0603
node2,residential,2025-03-19 04:30:00,233.69,0.001,0.26,0.11,0.0655
node2,residential,2025-03-19 04:45:00,232.08,0.001,0.3,0.16,0.0741
node2,residential,2025-03-19 05:00:00,220.62,0.002,0.47,0.28,0.1181
node2,residential,2025-03-19 05:15:00,231.1,0.002,0.43,0.22,0.1063
node2,residential,2025-03-19 05:30:00,231.07,0.002,0.4,0.16,0.0998
node2,residential,2025-03-19 05:45:00,224.42,0.002,0.45,0.21,0.1128
node2,residential,2025-03-19 06:00:00,237.5,0.005,1.12,0.57,0.2792
node2,residential,2025-03-19 06:15:00,220.47,0.005,0.99,0.46,0.2481
node2,residential,2025-03-19 06:30:00,229.54,0.004,1.0,0.47,0.251
node2,residential,2025-03-19 06:45:00,236.0,0.004,0.88,0.44,0.2194
node2,residential,2025-03-19 07:00:00,234.52,0.004,0.85,0.38,0.2125
node2,residential,2025-03-19 07:15:00,235.46,0.005,1.09,0.51,0.2713
node2,residential,2025-03-19 07:30:00,228.91,0.004,0.96,0.44,0.2408
node2,residential,2025-03-19 07:45:00,220.06,0.004,0.85,0.43,0.2129
node2,residential,2025-03-19 08:00:00,230.92,0.005,1.14,0.56,0.2838
node2,residential,2025-03-19 08:15:00,225.16,0.004,0.95,0.46,0.2371
node2,residential,2025-03-19 08:30:00,219.74,0.004,0.81,0.39,0.2014
node2,residential,2025-03-19 08:45:00,218.56,0.005,1.2,0.59,0.2996
node2,residential,2025-03-19 09:00:00,219.33,0.002,0.37,0.15,0.092
node2,residential,2025-03-19 09:15:00,225.47,0.001,0.23,0.12,0.0583
node2,residential,2025-03-19 09:30:00,226.85,0.002,0.43,0.21,0.1079
node2,residential,2025-03-19 09:45:00,223.33,0.001,0.29,0.16,0.0734
node2,residential,2025-03-19 10:00:00,240.84,0.002,0.43,0.22,0.1086
node2,residential,2025-03-19 10:15:00,232.64,0.002,0.48,0.24,0.1196
node2,residential,2025-03-19 10:30:00,236.69,0.002,0.49,0.26,0.1226
node2,residential,2025-03-19 10:45:00,220.35,0.002,0.5,0.23,0.1248
node2,residential,2025-03-19 11:00:00,229.02,0.001,0.3,0.14,0.0754
node2,residential,2025-03-19 11:15:00,236.23,0.002,0.45,0.24,0.1131
node2,residential,2025-03-19 11:30:00,231.37,0.002,0.46,0.21,0.1157
node2,residential,2025-03-19 11:45:00,233.88,0.001,0.21,0.1,0.0527
node2,residential,2025-03-19 12:00:00,235.92,0.001,0.3,0.15,0.0762
node2,residential,2025-03-19 12:15:00,226.26,0.001,0.29,0.14,0.0727
node2,residential,2025-03-19 12:30:00,222.41,0.001,0.23,0.11,0.0585
node2,residential,2025-03-19 12:45:00,239.71,0.002,0.5,0.21,0.1243
node2,residential,2025-03-19 13:00:00,237.55,0.002,0.43,0.19,0.1083
node2,residential,2025-03-19 13:15:00,223.12,0.001,0.23,0.12,0.0579
node2,residential,2025-03-19 13:30:00,228.05,0.002,0.35,0.17,0.0887
node2,residential,2025-03-19 13:45:00,225.43,0.002,0.39,0.19,0.0976
node2,residential,2025-03-19 14:00:00,233.78,0.001,0.27,0.12,0.0674
node2,residential,2025-03-19 14:15:00,239.81,0.001,0.31,0.18,0.0764
node2,residential,2025-03-19 14:30:00,236.31,0.001,0.34,0.16,0.0845
node2,residential,2025-03-19 14:45:00,226.05,0.002,0.36,0.16,0.0901
node2,residential,2025-03-19 15:00:00,218.58,0.002,0.36,0.16,0.0911
node2,residential,2025-03-19 15:15:00,234.29,0.002,0.43,0.2,0.1074
node2,residential,2025-03-19 15:30:00,224.36,0.002,0.36,0.18,0.0905
node2,residential,2025-03-19 15:45:00,232.19,0.001,0.26,0.1,0.064
node2,residential,2025-03-19 16:00:00,234.41,0.002,0.4,0.19,0.0997
node2,residential,2025-03-19 16:15:00,227.27,0.002,0.41,0.17,0.1031
node2,residential,2025-03-19 16:30:00,238.86,0.002,0.48,0.2,0.121
node2,residential,2025-03-19 16:45:00,224.17,0.001,0.3,0.17,0.0753
node2,residential,2025-03-19 17:00:00,230.98,0.002,0.46,0.24,0.1153
node2,residential,2025-03-19 17:15:00,233.8,0.001,0.23,0.1,0.058
node2,residential,2025-03-19 17:30:00,223.27,0.001,0.31,0.15,0.0766
node2,residential,2025-03-19 17:45:00,229.03,0.001,0.31,0.15,0.0767
node2,residential,2025-03-19 18:00:00,222.07,0.006,1.28,0.61,0.319
node2,residential,2025-03-19 18:15:00,235.3,0.005,1.09,0.52,0.2724
node2,residential,2025-03-19 18:30:00,224.64,0.005,1.03,0.48,0.2578
node2,residential,2025-03-19 18:45:00,238.67,0.006,1.45,0.69,0.3624
node2,residential,2025-03-19 19:00:00,233.92,0.006,1.33,0.64,0.3315
node2,residential,2025-03-19 19:15:00,240.71,0.004,0.9,0.46,0.2259
node2,residential,2025-03-19 19:30:00,227.92,0.005,1.12,0.52,0.2812
node2,residential,2025-03-19 19:45:00,224.79,0.006,1.28,0.64,0.3194
node2,residential,2025-03-19 20:00:00,222.51,0.004,0.96,0.48,0.241
node2,residential,2025-03-19 20:15:00,241.35,0.005,1.15,0.56,0.2865
node2,residential,2025-03-19 20:30:00,227.81,0.004,0.98,0.46,0.2441
node2,residential,2025-03-19 20:45:00,225.14,0.005,1.17,0.57,0.2935
node2,residential,2025-03-19 21:00:00,237.5,0.005,1.07,0.52,0.2681
node2,residential,2025-03-19 21:15:00,228.08,0.004,0.93,0.46,0.2322
node2,residential,2025-03-19 21:30:00,239.21,0.005,1.19,0.6,0.2987
node2,residential,2025-03-19 21:45:00,220.82,0.004,0.95,0.43,0.2376
node2,residential,2025-03-19 22:00:00,241.26,0.001,0.34,0.17,0.0861
node2,residential,2025-03-19 22:15:00,225.03,0.001,0.24,0.09,0.0604
node2,residential,2025-03-19 22:30:00,226.32,0.001,0.22,0.11,0.0555
node2,residential,2025-03-19 22:45:00,234.09,0.001,0.27,0.12,0.0676
node2,residential,2025-03-19 23:00:00,238.47,0.002,0.47,0.22,0.1178
node2,residential,2025-03-19 23:15:00,237.18,0.002,0.38,0.2,0.0959
node2,residential,2025-03-19 23:30:00,219.58,0.001,0.23,0.05,0.0568
node2,residential,2025-03-19 23:45:00,236.28,0.001,0.34,0.15,0.0839
node2,residential,2025-03-20 00:00:00,220.4,0.002,0.35,0.15,0.088
node2,residential,2025-03-20 00:15:00,232.58,0.002,0.38,0.19,0.0945
node2,residential,2025-03-20 00:30:00,238.64,0.002,0.39,0.17,0.098
node2,residential,2025-03-20 00:45:00,225.4,0.002,0.37,0.18,0.0924
node2,residential,2025-03-20 01:00:00,235.19,0.001,0.34,0.16,0.085
node2,residential,2025-03-20 01:15:00,237.19,0.002,0.39,0.21,0.0971
node2,residential,2025-03-20 01:30:00,235.86,0.001,0.23,0.12,0.0585
node2,residential,2025-03-20 01:45:00,228.64,0.002,0.39,0.18,0.0967
node2,residential,2025-03-20 02:00:00,239.11,0.001,0.34,0.17,0.0854
node2,residential,2025-03-20 02:15:00,224.29,0.001,0.22,0.14,0.0539
node2,residential,2025-03-20 02:30:00,228.93,0.002,0.37,0.19,0.0926
node2,residential,2025-03-20 02:45:00,234.34,0.002,0.41,0.17,0.1019
node2,residential,2025-03-20 03:00:00,235.51,0.001,0.24,0.08,0.0599
node2,residential,2025-03-20 03:15:00,220.92,0.001,0.31,0.16,0.078
node2,residential,2025-03-20 03:30:00,235.89,0.001,0.28,0.15,0.0698
node2,residential,2025-03-20 03:45:00,228.11,0.001,0.2,0.1,0.0512
node2,residential,2025-03-20 04:00:00,227.08,0.001,0.32,0.15,0.0797
node2,residential,2025-03-20 04:15:00,222.58,0.002,0.42,0.2,0.1057
node2,residential,2025-03-20 04:30:00,229.12,0.002,0.42,0.24,0.1056
node2,residential,2025-03-20 04:45:00,234.59,0.001,0.28,0.13,0.0692
node2,residential,2025-03-20 05:00:00,235.74,0.002,0.5,0.26,0.1243
node2,residential,2025-03-20 05:15:00,240.26,0.001,0.33,0.18,0.0819
node2,residential,2025-03-20 05:30:00,231.94,0.001,0.24,0.08,0.0604
node2,residential,2025-03-20 05:45:00,239.24,0.001,0.23,0.08,0.0566
node2,residential,2025-03-20 06:00:00,231.75,0.004,0.98,0.44,0.2452
node2,residential,2025-03-20 06:15:00,233.41,0.003,0.81,0.4,0.2013
node2,residential,2025-03-20 06:30:00,231.99,0.004,0.82,0.42,0.204
node2,residential,2025-03-20 06:45:00,239.91,0.004,0.89,0.43,0.223
node2,residential,2025-03-20 07:00:00,237.29,0.005,1.07,0.58,0.2685
node2,residential,2025-03-20 07:15:00,226.51,0.004,0.92,0.42,0.2304
node2,residential,2025-03-20 07:30:00,228.65,0.004,0.93,0.44,0.2321
node2,residential,2025-03-20 07:45:00,220.3,0.005,1.0,0.46,0.2503
node2,residential,2025-03-20 08:00:00,223.45,0.005,1.05,0.49,0.2629
node2,residential,2025-03-20 08:15:00,222.79,0.004,0.94,0.42,0.2341
node2,residential,2025-03-20 08:30:00,220.15,0.004,0.89,0.43,0.2227
node2,residential,2025-03-20 08:45:00,230.67,0.004,0.89,0.44,0.2236
node2,residential,2025-03-20 09:00:00,233.34,0.001,0.33,0.15,0.083
node2,residential,2025-03-20 09:15:00,240.02,0.002,0.39,0.17,0.0974
node2,residential,2025-03-20 09:30:00,240.57,0.001,0.25,0.09,0.0619
node2,residential,2025-03-20 09:45:00,237.55,0.002,0.5,0.21,0.1243
node2,residential,2025-03-20 10:00:00,222.1,0.001,0.32,0.14,0.0808
node2,residential,2025-03-20 10:15:00,223.7,0.001,0.25,0.09,0.0631
node2,residential,2025-03-20 10:30:00,239.59,0.002,0.45,0.24,0.1128
node2,residential,2025-03-20 10:45:00,237.25,0.001,0.34,0.15,0.0846
node2,residential,2025-03-20 11:00:00,240.98,0.001,0.23,0.09,0.0563
node2,residential,2025-03-20 11:15:00,227.72,0.002,0.48,0.21,0.1191
node2,residential,2025-03-20 11:30:00,226.38,0.001,0.27,0.13,0.067
node2,residential,2025-03-20 11:45:00,223.16,0.001,0.2,0.07,0.0511
node2,residential,2025-03-20 12:00:00,228.12,0.002,0.43,0.22,0.1068
node2,residential,2025-03-20 12:15:00,228.82,0.001,0.24,0.09,0.0588
node2,residential,2025-03-20 12:30:00,236.42,0.002,0.39,0.22,0.0974
node2,residential,2025-03-20 12:45:00,220.63,0.002,0.39,0.2,0.0984
node2,residential,2025-03-20 13:00:00,228.5,0.002,0.44,0.22,0.111
node2,residential,2025-03-20 13:15:00,218.91,0.002,0.47,0.22,0.1168
node2,residential,2025-03-20 13:30:00,240.51,0.001,0.36,0.18,0.0893
node2,residential,2025-03-20 13:45:00,239.93,0.002,0.48,0.26,0.119
node2,residential,2025-03-20 14:00:00,238.16,0.002,0.38,0.18,0.0948
node2,residential,2025-03-20 14:15:00,220.77,0.002,0.39,0.18,0.0981
node2,residential,2025-03-20 14:30:00,241.26,0.002,0.49,0.22,0.1224
node2,residential,2025-03-20 14:45:00,237.6,0.002,0.4,0.17,0.1005
node2,residential,2025-03-20 15:00:00,241.45,0.001,0.23,0.11,0.0567
node2,residential,2025-03-20 15:15:00,240.44,0.002,0.46,0.25,0.1161
node2,residential,2025-03-20 15:30:00,231.3,0.002,0.39,0.13,0.0973
node2,residential,2025-03-20 15:45:00,219.98,0.002,0.38,0.18,0.0947
node2,residential,2025-03-20 16:00:00,230.02,0.001,0.31,0.13,0.0764
node2,residential,2025-03-20 16:15:00,234.33,0.002,0.37,0.17,0.0936
node2,residential,2025-03-20 16:30:00,234.8,0.001,0.28,0.17,0.0711
node2,residential,2025-03-20 16:45:00,225.66,0.001,0.29,0.13,0.0721
node2,residential,2025-03-20 17:00:00,240.65,0.001,0.21,0.1,0.0536
node2,residential,2025-03-20 17:15:00,239.04,0.002,0.36,0.21,0.0898
node2,residential,2025-03-20 17:30:00,239.21,0.002,0.47,0.21,0.1172
node2,residential,2025-03-20 17:45:00,225.46,0.002,0.48,0.22,0.1212
node2,residential,2025-03-20 18:00:00,228.7,0.005,1.17,0.52,0.2926
node2,residential,2025-03-20 18:15:00,227.01,0.006,1.37,0.66,0.3415
node2,residential,2025-03-20 18:30:00,231.54,0.006,1.34,0.63,0.3349
node2,residential,2025-03-20 18:45:00,227.53,0.005,1.14,0.56,0.2847
node2,residential,2025-03-20 19:00:00,240.51,0.005,1.26,0.64,0.316
node2,residential,2025-03-20 19:15:00,237.04,0.004,0.99,0.47,0.2474
node2,residential,2025-03-20 19:30:00,241.32,0.004,0.97,0.49,0.2419
node2,residential,2025-03-20 19:45:00,233.29,0.005,1.24,0.57,0.3101
node2,residential,2025-03-20 20:00:00,221.23,0.006,1.27,0.62,0.3185
node2,residential,2025-03-20 20:15:00,238.71,0.005,1.31,0.61,0.3281
node2,residential,2025-03-20 20:30:00,228.12,0.006,1.32,0.63,0.3291
node2,residential,2025-03-20 20:45:00,237.87,0.006,1.44,0.69,0.36
node2,residential,2025-03-20 21:00:00,237.04,0.005,1.27,0.63,0.3182
node2,residential,2025-03-20 21:15:00,220.91,0.004,0.95,0.51,0.2368
node2,residential,2025-03-20 21:30:00,218.58,0.004,0.98,0.46,0.2453
node2,residential,2025-03-20 21:45:00,221.03,0.007,1.49,0.72,0.3724
node2,residential,2025-03-20 22:00:00,227.3,0.001,0.3,0.13,0.0738
node2,residential,2025-03-20 22:15:00,233.04,0.001,0.33,0.15,0.0821
node2,residential,2025-03-20 22:30:00,228.55,0.002,0.39,0.21,0.0963
node2,residential,2025-03-20 22:45:00,235.97,0.001,0.26,0.14,0.0641
node2,residential,2025-03-20 23:00:00,228.07,0.002,0.38,0.15,0.0943
node2,residential,2025-03-20 23:15:00,228.09,0.001,0.27,0.13,0.0664
node2,residential,2025-03-20 23:30:00,222.52,0.001,0.28,0.13,0.0701
node2,residential,2025-03-20 23:45:00,224.54,0.001,0.26,0.11,0.0643
node2,residential,2025-03-21 00:00:00,223.59,0.002,0.45,0.24,0.1121
node2,residential,2025-03-21 00:15:00,238.77,0.001,0.27,0.14,0.0668
node2,residential,2025-03-21 00:30:00,226.74,0.002,0.37,0.21,0.0931
node2,residential,2025-03-21 00:45:00,227.17,0.002,0.4,0.19,0.1002
node2,residential,2025-03-21 01:00:00,219.26,0.002,0.34,0.18,0.0856
node2,residential,2025-03-21 01:15:00,233.61,0.002,0.48,0.2,0.1195
node2,residential,2025-03-21 01:30:00,234.99,0.002,0.45,0.23,0.1134
node2,residential,2025-03-21 01:45:00,238.49,0.002,0.44,0.18,0.1091
node2,residential,2025-03-21 02:00:00,226.55,0.002,0.4,0.22,0.1011
node2,residential,2025-03-21 02:15:00,218.78,0.002,0.42,0.19,0.1047
node2,residential,2025-03-21 02:30:00,236.64,0.002,0.37,0.16,0.0917
node2,residential,2025-03-21 02:45:00,239.85,0.001,0.35,0.16,0.0865
node2,residential,2025-03-21 03:00:00,218.74,0.002,0.35,0.18,0.0876
node2,residential,2025-03-21 03:15:00,233.57,0.002,0.39,0.18,0.0982
node2,residential,2025-03-21 03:30:00,231.2,0.002,0.36,0.15,0.09
node2,residential,2025-03-21 03:45:00,234.96,0.001,0.27,0.13,0.0666
node2,residential,2025-03-21 04:00:00,232.63,0.001,0.29,0.12,0.0717
node2,residential,2025-03-21 04:15:00,233.54,0.002,0.41,0.2,0.1027
node2,residential,2025-03-21 04:30:00,230.71,0.002,0.48,0.25,0.1212
node2,residential,2025-03-21 04:45:00,233.68,0.002,0.4,0.19,0.0999
node2,residential,2025-03-21 05:00:00,227.62,0.002,0.48,0.21,0.1194
node2,residential,2025-03-21 05:15:00,227.83,0.002,0.36,0.19,0.0908
node2,residential,2025-03-21 05:30:00,235.98,0.002,0.39,0.2,0.0982
node2,residential,2025-03-21 05:45:00,238.8,0.002,0.41,0.17,0.1035
node2,residential,2025-03-21 06:00:00,235.44,0.005,1.09,0.5,0.272
node2,residential,2025-03-21 06:15:00,225.65,0.005,1.2,0.61,0.299
node2,residential,2025-03-21 06:30:00,226.61,0.005,1.06,0.51,0.2647
node2,residential,2025-03-21 06:45:00,218.84,0.004,0.94,0.46,0.2344
node2,residential,2025-03-21 07:00:00,227.72,0.005,1.09,0.53,0.2716
node2,residential,2025-03-21 07:15:00,229.89,0.005,1.15,0.56,0.2872
node2,residential,2025-03-21 07:30:00,229.89,0.004,0.86,0.42,0.2143
node2,residential,2025-03-21 07:45:00,237.58,0.004,0.85,0.42,0.2123
node2,residential,2025-03-21 08:00:00,238.45,0.005,1.17,0.55,0.2924
node2,residential,2025-03-21 08:15:00,233.82,0.004,1.02,0.52,0.2547
node2,residential,2025-03-21 08:30:00,222.79,0.005,1.09,0.52,0.2718
node2,residential,2025-03-21 08:45:00,231.56,0.004,0.84,0.42,0.2106
node2,residential,2025-03-21 09:00:00,239.03,0.001,0.23,0.11,0.0572
node2,residential,2025-03-21 09:15:00,221.69,0.001,0.22,0.11,0.0559
node2,residential,2025-03-21 09:30:00,231.13,0.001,0.31,0.16,0.0786
node2,residential,2025-03-21 09:45:00,219.68,0.002,0.47,0.2,0.1176
node2,residential,2025-03-21 10:00:00,239.16,0.002,0.38,0.19,0.0945
node2,residential,2025-03-21 10:15:00,219.16,0.002,0.34,0.14,0.0849
node2,residential,2025-03-21 10:30:00,219.8,0.001,0.3,0.15,0.0756
node2,residential,2025-03-21 10:45:00,220.97,0.001,0.32,0.16,0.0799
node2,residential,2025-03-21 11:00:00,231.53,0.002,0.49,0.22,0.1233
