Day,Hour,Converged,V_650_pu,V_632_pu,V_633_pu,V_645_pu,V_646_pu,V_671HV_pu,V_684HV_pu,V_692HV_pu,V_675_pu,V_680_pu,V_611_pu,V_634_pu,V_671_pu,V_684_pu,V_692_pu,Res_kW,Com_kW,Ind_kW,Crit_kW,Total_Load_kW,Solar_kW,Wind_kW,Total_DER_kW,Solar_Irr_pu,Net_Import_kW,Loss_kW,L_Main_kW,L_671_kW,L_684_kW,L_692_kW,L_675_kW,L_680_kW
8,10,1,0.98984,0.98035,0.97869,0.98035,0.98035,0.97419,0.97287,0.97482,0.97687,0.975,0.97287,0.96696,0.95055,0.95105,0.94965,765.68,769.28,1127.78,400.0,3062.74,1080.0,343.88,1423.88,0.9,1638.86,51.614,574.95,313.25,234.4,188.41,323.3,114.54
8,11,1,0.99032,0.98157,0.98002,0.98157,0.98157,0.9759,0.97457,0.97683,0.97926,0.97669,0.97457,0.96911,0.95265,0.95249,0.95169,714.58,777.08,1112.57,400.0,3004.23,1176.0,337.7,1513.7,0.98,1490.53,48.795,496.91,253.27,237.52,248.07,383.21,112.48
8,12,1,0.99024,0.98148,0.97986,0.98148,0.98148,0.97596,0.97459,0.97697,0.9795,0.97683,0.97459,0.96843,0.95281,0.95179,0.95184,747.68,802.36,1107.75,400.0,3057.79,1200.0,368.6,1568.6,1.0,1489.19,49.773,487.81,233.01,244.97,263.78,398.96,122.77
8,13,1,0.99026,0.98149,0.97984,0.98149,0.98149,0.97603,0.9747,0.97697,0.9794,0.97699,0.9747,0.96815,0.95285,0.95247,0.95183,763.82,781.93,1109.53,400.0,3055.28,1176.0,407.03,1583.03,0.98,1472.25,49.226,490.79,230.54,239.01,248.07,383.21,135.55
8,14,1,0.99035,0.98158,0.97993,0.98158,0.98158,0.97612,0.97477,0.97683,0.97897,0.97726,0.97477,0.96826,0.95367,0.9523,0.95169,763.28,790.65,1075.72,400.0,3029.65,1104.0,485.2,1589.2,0.92,1440.45,47.903,501.03,240.93,241.61,202.81,337.84,161.57
8,15,1,0.99003,0.98064,0.97899,0.98064,0.98064,0.97454,0.97322,0.97483,0.97645,0.97572,0.97322,0.96738,0.95148,0.95134,0.94965,758.85,770.98,1101.9,400.0,3031.73,960.0,504.99,1464.99,0.8,1566.74,49.863,578.33,319.05,235.06,120.79,255.57,168.14
8,16,1,0.98972,0.97961,0.97773,0.97961,0.97961,0.97329,0.97203,0.97301,0.97393,0.97458,0.97203,0.9644,0.9521,0.95115,0.94789,867.0,736.32,1014.65,400.0,3017.97,720.0,549.17,1269.17,0.6,1748.8,51.31,672.0,375.25,224.3,9.68,143.86,182.83
8,17,1,0.98896,0.97773,0.97541,0.97773,0.97773,0.97115,0.97004,0.97039,0.97071,0.97253,0.97004,0.95901,0.95016,0.95169,0.94535,1058.31,647.92,1003.17,400.0,3109.4,420.0,584.23,1004.23,0.35,2105.17,58.054,790.3,427.16,197.36,84.47,48.98,194.49
8,18,1,0.98917,0.97809,0.97524,0.97809,0.97809,0.97272,0.97188,0.97174,0.97176,0.97432,0.97188,0.95506,0.95486,0.95797,0.94665,1293.37,489.27,859.83,400.0,3042.47,120.0,680.61,800.61,0.1,2241.86,55.667,787.41,344.46,150.68,129.9,4.0,226.53
8,19,1,0.98955,0.97888,0.97566,0.97888,0.97888,0.97466,0.97411,0.97365,0.97366,0.97628,0.97411,0.95285,0.95909,0.96498,0.94851,1455.84,319.79,753.77,400.0,2929.4,24.0,689.17,713.17,0.02,2216.23,52.88,756.42,258.53,99.7,134.3,0.16,229.37
8,20,1,0.99033,0.98048,0.97732,0.98048,0.98048,0.97696,0.97662,0.97596,0.97596,0.97858,0.97662,0.95495,0.96242,0.97099,0.95079,1431.43,196.53,707.41,400.0,2735.37,0.1,689.41,689.51,0.0,2045.86,46.854,693.88,205.33,61.93,134.91,0.0,229.46
8,21,1,0.99092,0.98166,0.97863,0.98166,0.98166,0.97846,0.97826,0.97746,0.97746,0.97998,0.97826,0.9572,0.96459,0.97486,0.95234,1375.35,118.54,676.57,400.0,2570.46,0.1,646.18,646.28,0.0,1924.18,42.303,653.58,184.85,37.61,134.91,0.0,215.09
8,22,1,0.99222,0.98426,0.98179,0.98426,0.98426,0.98125,0.98108,0.98024,0.98024,0.98254,0.98108,0.96431,0.96919,0.97828,0.9552,1133.19,97.15,591.54,400.0,2221.88,0.1,552.77,552.87,0.0,1669.01,31.683,565.57,180.59,31.03,134.9,0.0,184.04
8,23,1,0.99377,0.98749,0.98574,0.98749,0.98749,0.98469,0.98455,0.98369,0.98369,0.986,0.98455,0.97342,0.97322,0.98224,0.95874,809.7,80.0,565.44,400.0,1855.14,0.1,560.79,560.89,0.0,1294.25,21.55,437.71,163.77,25.76,134.89,0.0,186.71
9,0,1,0.99465,0.98929,0.988,0.98929,0.98929,0.98653,0.98639,0.98553,0.98553,0.98779,0.98639,0.97886,0.97538,0.98413,0.96063,604.98,78.13,550.63,400.0,1633.74,0.1,545.14,545.24,0.0,1088.5,17.007,367.72,163.45,25.25,134.88,0.0,181.5
9,1,1,0.99503,0.99015,0.98901,0.99015,0.99015,0.98754,0.9874,0.98655,0.98655,0.98893,0.9874,0.98097,0.97645,0.98503,0.96167,534.13,81.87,548.76,400.0,1564.76,0.1,599.14,599.24,0.0,965.52,15.432,326.26,146.1,26.51,134.9,0.0,199.47
9,2,1,0.99558,0.99133,0.9904,0.99133,0.99133,0.98895,0.9888,0.98795,0.98795,0.99046,0.9888,0.98382,0.97813,0.98643,0.96312,438.49,81.88,535.96,400.0,1456.33,0.1,653.26,653.36,0.0,802.97,13.459,271.44,123.78,26.59,134.87,0.0,217.45
9,3,1,0.99573,0.9917,0.99081,0.9917,0.9917,0.98944,0.98931,0.98845,0.98845,0.99107,0.98931,0.98453,0.97851,0.98701,0.96363,418.96,78.92,541.98,400.0,1439.86,0.1,699.49,699.59,0.0,740.27,13.094,250.49,109.49,25.65,134.88,0.0,232.82
9,4,1,0.99561,0.99141,0.99054,0.99141,0.99141,0.98895,0.98881,0.98795,0.98795,0.99048,0.98881,0.98439,0.97757,0.98651,0.96312,410.05,79.29,563.18,400.0,1452.52,0.1,663.04,663.14,0.0,789.38,13.535,266.94,128.85,25.75,134.86,0.0,220.7
9,5,1,0.99496,0.98999,0.98896,0.98999,0.98999,0.98708,0.98691,0.98609,0.98609,0.98846,0.98691,0.98168,0.97498,0.98409,0.96121,484.19,97.62,597.55,400.0,1579.36,24.0,591.73,615.73,0.02,963.63,15.946,333.33,169.93,31.55,134.71,0.16,196.99
9,6,1,0.99321,0.98625,0.98484,0.98625,0.98625,0.9821,0.98182,0.98112,0.98115,0.98318,0.98182,0.97487,0.96713,0.97717,0.9561,656.8,161.36,731.61,400.0,1949.77,120.0,461.05,581.05,0.1,1368.72,24.958,498.1,275.2,51.47,130.88,4.0,153.53
9,7,1,0.99085,0.98142,0.97943,0.98142,0.98142,0.97598,0.97543,0.97515,0.97538,0.97696,0.97543,0.96537,0.9573,0.96628,0.94997,915.05,320.2,901.24,400.0,2536.49,360.0,417.26,777.26,0.3,1759.23,41.027,676.94,364.47,100.09,98.86,35.99,138.95
9,8,1,0.98966,0.97923,0.97714,0.97923,0.97923,0.97298,0.97209,0.97259,0.97336,0.97384,0.97209,0.9624,0.95161,0.95734,0.94748,956.09,518.99,1022.36,400.0,2897.44,660.0,367.4,1027.4,0.55,1870.04,50.51,723.95,396.54,159.68,13.16,120.9,122.36
9,9,1,0.98964,0.97953,0.97774,0.97953,0.97953,0.97299,0.97186,0.97313,0.97456,0.97371,0.97186,0.96511,0.94992,0.95306,0.94801,822.62,662.67,1100.93,400.0,2986.22,900.0,305.23,1205.23,0.75,1780.99,51.705,665.02,383.25,202.47,90.4,224.66,101.67
9,10,1,0.9899,0.98042,0.97879,0.98042,0.98042,0.97419,0.97291,0.97482,0.97687,0.97488,0.97291,0.96733,0.9506,0.95162,0.94965,748.99,749.86,1125.86,400.0,3024.71,1080.0,296.04,1376.04,0.9,1648.67,51.055,578.92,322.85,228.7,188.42,323.31,98.62
9,11,1,0.9903,0.98156,0.98004,0.98156,0.98156,0.97584,0.97446,0.97677,0.9792,0.97673,0.97446,0.96935,0.95234,0.95153,0.95163,700.34,807.18,1123.65,400.0,3031.17,1176.0,376.56,1552.56,0.98,1478.61,49.549,491.77,252.94,246.32,248.07,383.21,125.42
9,12,1,0.99039,0.98181,0.98023,0.98181,0.98181,0.97638,0.97502,0.97739,0.97992,0.97727,0.97502,0.96908,0.95334,0.95246,0.95226,729.54,793.4,1102.84,400.0,3025.78,1200.0,379.8,1579.8,1.0,1445.98,48.651,473.7,225.17,242.55,263.79,398.97,126.5
9,13,1,0.99033,0.98169,0.98002,0.98169,0.98169,0.97639,0.97504,0.97732,0.97975,0.97746,0.97504,0.96822,0.95335,0.95264,0.9522,771.58,787.99,1103.31,400.0,3062.88,1176.0,456.69,1632.69,0.98,1430.19,48.807,476.52,213.77,240.96,248.07,383.2,152.07
9,14,1,0.99038,0.98162,0.97998,0.98162,0.98162,0.97613,0.97482,0.97683,0.97897,0.97717,0.97482,0.96839,0.95364,0.95313,0.95169,757.44,763.02,1077.74,400.0,2998.2,1104.0,443.54,1547.54,0.92,1450.66,47.313,505.47,247.33,233.49,202.81,337.83,147.71
9,15,1,0.99,0.98059,0.97885,0.98059,0.98059,0.97466,0.97339,0.97495,0.97657,0.97587,0.97339,0.96655,0.9517,0.95232,0.94977,802.39,742.07,1097.34,400.0,3041.8,960.0,516.76,1476.76,0.8,1565.04,49.571,579.08,305.08,226.63,120.75,255.57,172.06
9,16,1,0.98957,0.97931,0.97742,0.97931,0.97931,0.97283,0.97158,0.97256,0.97348,0.97413,0.97158,0.96406,0.95089,0.95074,0.94745,868.24,735.2,1048.71,400.0,3052.15,720.0,549.28,1269.28,0.6,1782.87,52.828,683.57,386.22,223.76,9.82,143.86,182.87
9,17,1,0.98921,0.97828,0.97603,0.97828,0.97828,0.97186,0.97075,0.97111,0.97142,0.97331,0.97075,0.96011,0.95126,0.95234,0.94604,1029.17,649.42,985.91,400.0,3064.5,420.0,613.39,1033.39,0.35,2031.11,55.717,765.27,412.42,198.09,84.68,48.98,204.18
9,18,1,0.98909,0.97792,0.97508,0.97792,0.97792,0.97244,0.97163,0.97145,0.97148,0.97402,0.97163,0.95499,0.95382,0.95823,0.94638,1287.82,471.5,894.7,400.0,3054.02,120.0,671.63,791.63,0.1,2262.39,56.455,794.99,353.82,145.25,129.82,4.0,223.54
9,19,1,0.98907,0.97785,0.97453,0.97785,0.97785,0.97328,0.97271,0.97227,0.97227,0.97479,0.97271,0.95101,0.9569,0.96335,0.94717,1497.55,328.69,790.84,400.0,3017.08,24.0,640.54,664.54,0.02,2352.54,57.219,802.34,289.45,102.14,133.9,0.16,213.21
9,20,1,0.99036,0.98063,0.97738,0.98063,0.98063,0.97741,0.97707,0.9764,0.9764,0.97923,0.97707,0.95436,0.96298,0.97146,0.95125,1471.47,195.61,702.14,400.0,2769.22,0.1,776.9,777.0,0.0,1992.22,47.204,676.2,174.14,61.7,134.91,0.0,258.53
9,21,1,0.99079,0.98136,0.97831,0.98136,0.98136,0.97806,0.97785,0.97705,0.97705,0.97947,0.97785,0.95666,0.96429,0.97444,0.95192,1388.58,118.75,671.14,400.0,2578.47,0.1,603.56,603.66,0.0,1974.81,43.214,670.72,197.26,37.65,134.91,0.0,200.92
9,22,1,0.99213,0.98409,0.98159,0.98409,0.98409,0.98106,0.9809,0.98006,0.98006,0.98237,0.9809,0.96386,0.96878,0.97819,0.95501,1148.41,93.94,602.18,400.0,2244.53,0.1,559.29,559.39,0.0,1685.14,32.35,571.21,180.98,30.0,134.91,0.0,186.21
9,23,1,0.9937,0.98731,0.98553,0.98731,0.98731,0.9845,0.98436,0.9835,0.9835,0.98576,0.98436,0.97292,0.97318,0.98211,0.95855,827.96,78.12,557.8,400.0,1863.88,0.1,541.86,541.96,0.0,1321.92,21.936,447.08,166.88,25.14,134.89,0.0,180.41
10,0,1,0.99479,0.98961,0.98834,0.98961,0.98961,0.98695,0.98681,0.98596,0.98596,0.98828,0.98681,0.97942,0.97603,0.98444,0.96107,591.48,81.9,540.0,400.0,1613.38,0.1,572.2,572.3,0.0,1041.08,16.394,351.69,152.08,26.49,134.88,0.0,190.5
10,1,1,0.99516,0.99041,0.98931,0.99041,0.99041,0.98785,0.98772,0.98686,0.98686,0.98926,0.98772,0.98155,0.97686,0.98546,0.96199,515.68,77.7,544.06,400.0,1537.44,0.1,604.64,604.74,0.0,932.7,14.953,315.21,141.34,25.18,134.89,0.0,201.3
10,2,1,0.99537,0.99085,0.9899,0.99085,0.99085,0.98822,0.98809,0.98723,0.98723,0.98962,0.98809,0.98321,0.97696,0.98581,0.96238,445.85,78.45,557.25,400.0,1481.55,0.1,600.38,600.48,0.0,881.07,14.21,297.74,147.46,25.44,134.88,0.0,199.87
10,3,1,0.99557,0.9913,0.9904,0.9913,0.9913,0.98881,0.98866,0.98781,0.98781,0.99027,0.98866,0.98409,0.97785,0.98628,0.96298,420.92,82.3,542.72,400.0,1445.94,0.1,629.49,629.59,0.0,816.35,13.472,275.92,134.13,26.71,134.88,0.0,209.55
10,4,1,0.99545,0.99106,0.99016,0.99106,0.99106,0.98847,0.98833,0.98748,0.98748,0.98996,0.98833,0.98381,0.97687,0.98594,0.96264,423.43,82.25,574.24,400.0,1479.92,0.1,640.39,640.49,0.0,839.43,14.078,283.75,141.08,26.68,134.86,0.0,213.16
10,5,1,0.99496,0.98997,0.98895,0.98997,0.98997,0.98703,0.98686,0.98604,0.98604,0.98838,0.98686,0.98174,0.97493,0.98399,0.96115,479.68,98.86,597.26,400.0,1575.8,24.0,581.91,605.91,0.02,969.89,15.953,335.4,173.51,31.95,134.71,0.16,193.73
10,6,1,0.99334,0.98653,0.9851,0.98653,0.98653,0.98256,0.98228,0.98158,0.98161,0.98367,0.98228,0.97502,0.96829,0.97758,0.95658,664.07,163.06,698.48,400.0,1925.61,120.0,473.81,593.81,0.1,1331.8,24.001,485.5,260.27,52.06,130.88,4.0,157.77
10,7,1,0.99102,0.98178,0.9798,0.98178,0.98178,0.9765,0.97597,0.97568,0.97591,0.97749,0.97597,0.96582,0.95839,0.96704,0.95051,910.49,312.14,875.03,400.0,2497.66,360.0,421.27,781.27,0.3,1716.39,39.523,662.5,351.78,97.72,98.86,35.99,140.29
10,8,1,0.9894,0.97869,0.9765,0.97869,0.97869,0.97237,0.97148,0.97198,0.97275,0.97323,0.97148,0.96103,0.95078,0.95667,0.94689,1001.66,521.51,1032.1,400.0,2955.27,660.0,362.08,1022.08,0.55,1933.19,52.683,745.25,402.04,160.24,12.98,120.9,120.59
10,9,1,0.98956,0.97938,0.97759,0.97938,0.97938,0.97278,0.97164,0.97292,0.97435,0.97352,0.97164,0.96492,0.94941,0.95262,0.9478,824.58,670.25,1115.87,400.0,3010.7,900.0,314.46,1214.46,0.75,1796.24,52.526,669.41,386.93,204.62,90.48,224.67,104.75
10,10,1,0.98981,0.98024,0.9786,0.98024,0.98024,0.97395,0.97266,0.97459,0.97664,0.97466,0.97266,0.96702,0.95022,0.95109,0.94942,756.04,760.31,1132.03,400.0,3048.38,1080.0,300.01,1380.01,0.9,1668.37,51.862,585.09,326.55,231.66,188.48,323.3,99.94
10,11,1,0.99016,0.98123,0.97964,0.98123,0.98123,0.9755,0.97414,0.97643,0.97886,0.97629,0.97414,0.96835,0.95228,0.95156,0.95128,738.22,794.93,1110.64,400.0,3043.79,1176.0,335.7,1511.7,0.98,1532.09,50.013,510.15,258.36,242.56,248.07,383.21,111.82
10,12,1,0.99038,0.98184,0.98025,0.98184,0.98184,0.97646,0.97508,0.97748,0.98,0.97747,0.97509,0.96904,0.95328,0.95213,0.95235,733.58,807.33,1109.76,400.0,3050.67,1200.0,426.11,1626.11,1.0,1424.56,49.015,466.1,216.24,246.68,263.78,398.98,141.91
10,13,1,0.99012,0.98124,0.97953,0.98124,0.98124,0.97579,0.97445,0.97673,0.97915,0.97684,0.97445,0.96743,0.95218,0.95208,0.95159,790.33,787.16,1129.16,400.0,3106.65,1176.0,444.48,1620.48,0.98,1486.17,50.468,495.4,226.13,240.43,248.07,383.18,148.0
10,14,1,0.99029,0.98145,0.97984,0.98145,0.98145,0.97583,0.97445,0.97653,0.97868,0.97693,0.97445,0.96849,0.95309,0.95159,0.95139,742.84,804.84,1088.78,400.0,3036.46,1104.0,469.91,1573.91,0.92,1462.55,48.645,507.86,254.57,245.63,202.81,337.85,156.49
10,15,1,0.99007,0.98071,0.97898,0.98071,0.98071,0.9748,0.97349,0.97509,0.97671,0.97595,0.97349,0.96679,0.95283,0.95171,0.94991,795.82,766.95,1052.42,400.0,3015.19,960.0,488.41,1448.41,0.8,1566.78,48.812,578.34,306.63,234.01,120.71,255.57,162.62
10,16,1,0.9896,0.97937,0.97747,0.97937,0.97937,0.97295,0.97172,0.97268,0.97359,0.97425,0.97172,0.96403,0.95087,0.95138,0.94756,873.35,717.38,1055.32,400.0,3046.05,720.0,554.4,1274.4,0.6,1771.65,52.482,680.61,381.57,218.58,9.78,143.86,184.57
10,17,1,0.98899,0.97783,0.97549,0.97783,0.97783,0.97135,0.97027,0.9706,0.97092,0.97282,0.97027,0.95893,0.95014,0.95224,0.94555,1068.2,636.41,1013.61,400.0,3118.22,420.0,620.66,1040.66,0.35,2077.56,57.746,781.64,415.26,194.04,84.53,48.98,206.6
10,18,1,0.98901,0.97769,0.97482,0.97769,0.97769,0.97213,0.97132,0.97114,0.97117,0.97355,0.97132,0.95451,0.95411,0.95791,0.94607,1301.28,472.01,866.5,400.0,3039.79,120.0,604.23,724.23,0.1,2315.56,57.037,812.71,366.71,145.31,129.73,4.0,201.14
10,19,1,0.98908,0.97791,0.97453,0.97791,0.97791,0.97351,0.97297,0.97251,0.97251,0.97513,0.97297,0.95056,0.95712,0.9639,0.9474,1524.67,318.09,792.07,400.0,3034.83,24.0,685.78,709.78,0.02,2325.05,57.425,793.68,271.61,98.94,133.97,0.16,228.24
10,20,1,0.9901,0.98004,0.97676,0.98004,0.98004,0.97654,0.9762,0.97554,0.97554,0.97822,0.9762,0.95354,0.96178,0.97056,0.95036,1482.81,197.06,717.37,400.0,2797.24,0.1,712.45,712.55,0.0,2084.69,49.086,707.51,201.15,62.04,134.92,0.0,237.12
10,21,1,0.99125,0.98236,0.97947,0.98236,0.98236,0.97926,0.97906,0.97826,0.97826,0.9808,0.97906,0.95899,0.96565,0.9757,0.95316,1317.47,116.99,664.81,400.0,2499.27,0.1,657.88,657.98,0.0,1841.29,39.513,625.13,176.53,37.18,134.91,0.0,218.98
10,22,1,0.99233,0.9845,0.98212,0.9845,0.9845,0.98144,0.98127,0.98044,0.98044,0.98276,0.98127,0.96526,0.96893,0.97853,0.9554,1094.57,95.14,613.36,400.0,2203.07,0.1,566.47,566.57,0.0,1636.5,30.866,554.5,182.77,30.4,134.9,0.0,188.6
10,23,1,0.99374,0.98741,0.98567,0.98741,0.98741,0.98455,0.98442,0.98356,0.98356,0.98582,0.98442,0.97339,0.97301,0.98214,0.9586,806.81,78.75,568.68,400.0,1854.24,0.1,544.33,544.43,0.0,1309.81,21.683,442.95,169.94,25.35,134.89,0.0,181.23
11,0,1,0.99474,0.9895,0.98824,0.9895,0.9895,0.98678,0.98663,0.98578,0.98578,0.98809,0.98663,0.97936,0.97563,0.98427,0.96089,588.48,81.74,550.95,400.0,1621.17,0.1,564.75,564.85,0.0,1056.32,16.626,356.84,158.2,26.42,134.88,0.0,188.02
11,1,1,0.99516,0.99042,0.98931,0.99042,0.99042,0.98788,0.98774,0.98689,0.98689,0.9893,0.98774,0.98153,0.97693,0.98543,0.96202,517.61,79.7,542.19,400.0,1539.5,0.1,610.45,610.55,0.0,928.95,14.938,313.95,139.43,25.83,134.9,0.0,203.23
11,2,1,0.99545,0.99108,0.99013,0.99108,0.99108,0.9886,0.98846,0.9876,0.9876,0.99012,0.98846,0.98342,0.97725,0.98617,0.96276,446.82,78.83,561.78,400.0,1487.43,0.1,655.1,655.2,0.0,832.23,14.037,281.43,130.9,25.58,134.89,0.0,218.07
11,3,1,0.99572,0.99165,0.99077,0.99165,0.99165,0.98934,0.9892,0.98835,0.98835,0.9909,0.9892,0.98456,0.97855,0.98692,0.96352,414.78,78.59,534.86,400.0,1428.23,0.1,670.76,670.86,0.0,757.37,13.017,256.18,116.56,25.54,134.88,0.0,223.28
11,4,1,0.99538,0.99089,0.98999,0.99089,0.99089,0.98818,0.98805,0.98719,0.98719,0.98962,0.98805,0.98368,0.97632,0.98576,0.96234,421.13,78.89,586.53,400.0,1486.55,0.1,616.92,617.02,0.0,869.53,14.383,293.87,151.92,25.58,134.85,0.0,205.35
11,5,1,0.99495,0.98996,0.98896,0.98996,0.98996,0.98697,0.9868,0.98597,0.98597,0.9883,0.9868,0.98191,0.97468,0.98399,0.96109,469.32,97.01,606.4,400.0,1572.73,24.0,575.06,599.06,0.02,973.67,16.016,336.65,178.24,31.35,134.69,0.16,191.44
11,6,1,0.99324,0.98632,0.98487,0.98632,0.98632,0.9823,0.98202,0.98132,0.98135,0.98342,0.98202,0.97462,0.96775,0.97727,0.95631,675.18,164.78,711.68,400.0,1951.64,120.0,477.43,597.43,0.1,1354.21,24.636,493.12,264.07,52.58,130.88,4.0,158.97
11,7,1,0.99096,0.98164,0.97965,0.98164,0.98164,0.9763,0.97577,0.97548,0.97571,0.97727,0.97577,0.96557,0.95808,0.96686,0.9503,915.96,311.54,880.24,400.0,2507.74,360.0,410.59,770.59,0.3,1737.15,40.061,669.57,356.91,97.49,98.86,35.99,136.73
11,8,1,0.98952,0.97893,0.97674,0.97893,0.97893,0.97273,0.97185,0.97234,0.97311,0.97355,0.97185,0.96124,0.95181,0.95721,0.94724,1003.09,515.0,1001.5,400.0,2919.59,660.0,347.42,1007.42,0.55,1912.17,51.371,738.27,394.72,158.41,13.08,120.9,115.71
11,9,1,0.98949,0.97922,0.97742,0.97922,0.97922,0.97255,0.97137,0.97269,0.97412,0.97328,0.97137,0.96472,0.94931,0.95175,0.94758,826.84,692.01,1109.96,400.0,3028.81,900.0,309.78,1209.78,0.75,1819.03,53.244,676.04,392.71,210.94,90.54,224.67,103.19
11,10,1,0.98995,0.98057,0.97891,0.98057,0.98057,0.97452,0.97324,0.97515,0.97721,0.97533,0.97324,0.96717,0.95106,0.95196,0.94997,766.4,749.53,1120.38,400.0,3036.31,1080.0,345.39,1425.39,0.9,1610.92,50.526,566.45,304.62,228.76,188.32,323.3,115.04
11,11,1,0.9904,0.98172,0.98015,0.98172,0.98172,0.97618,0.97485,0.97712,0.97954,0.97698,0.97485,0.96907,0.95347,0.95278,0.95198,725.32,776.51,1087.89,400.0,2989.72,1176.0,341.52,1517.52,0.98,1472.2,47.967,490.69,243.5,237.49,248.07,383.21,113.76
11,12,1,0.99046,0.98194,0.98033,0.98194,0.98194,0.97666,0.97531,0.97767,0.9802,0.97756,0.97531,0.96891,0.9542,0.95285,0.95255,746.67,789.46,1076.58,400.0,3012.71,1200.0,382.77,1582.77,1.0,1429.94,47.833,468.38,214.14,241.53,263.79,398.97,127.48
11,13,1,0.99028,0.98158,0.97992,0.98158,0.98158,0.97619,0.97483,0.97713,0.97956,0.97722,0.97483,0.96818,0.95324,0.95215,0.952,767.24,797.94,1099.36,400.0,3064.54,1176.0,435.48,1611.48,0.98,1453.06,49.142,483.65,222.32,243.79,248.07,383.19,145.01
11,14,1,0.99033,0.98153,0.97986,0.98153,0.98153,0.97606,0.97473,0.97677,0.97891,0.97715,0.97473,0.96808,0.95366,0.95262,0.95162,770.21,777.9,1073.52,400.0,3021.63,1104.0,462.9,1566.9,0.92,1454.73,47.785,506.28,243.8,237.84,202.81,337.83,154.15
11,15,1,0.99025,0.98111,0.97942,0.98111,0.98111,0.97537,0.97407,0.97566,0.97728,0.97662,0.97407,0.96743,0.95348,0.95241,0.95049,782.79,762.06,1049.21,400.0,2994.06,960.0,531.58,1491.58,0.8,1502.48,47.531,557.02,289.93,232.84,120.7,255.58,176.99
11,16,1,0.98955,0.97926,0.97733,0.97926,0.97926,0.97286,0.97163,0.97259,0.9735,0.97415,0.97163,0.96363,0.95094,0.95127,0.94748,889.77,718.28,1047.51,400.0,3055.56,720.0,549.25,1269.25,0.6,1786.31,52.758,685.48,380.82,218.81,9.81,143.86,182.86
11,17,1,0.98918,0.97818,0.97591,0.97818,0.97818,0.97173,0.97066,0.97098,0.97129,0.97312,0.97066,0.95987,0.95095,0.95284,0.94591,1036.59,628.35,993.98,400.0,3058.92,420.0,588.85,1008.85,0.35,2050.07,55.971,772.49,417.03,191.81,84.64,48.98,196.03
11,18,1,0.98906,0.97781,0.97499,0.97781,0.97781,0.97219,0.97135,0.97121,0.97124,0.97366,0.97135,0.95506,0.9541,0.95735,0.94614,1277.52,492.93,870.05,400.0,3040.5,120.0,621.88,741.88,0.1,2298.62,56.637,806.2,368.39,151.61,129.74,4.0,207.01
11,19,1,0.98929,0.97834,0.97507,0.97834,0.97834,0.97393,0.97337,0.97293,0.97293,0.97554,0.97337,0.95192,0.9577,0.96406,0.94781,1475.94,326.65,784.95,400.0,2987.54,24.0,683.61,707.61,0.02,2279.93,55.243,777.87,272.75,101.65,134.09,0.16,227.53
11,20,1,0.99032,0.98055,0.97731,0.98055,0.98055,0.97724,0.97689,0.97623,0.97624,0.97905,0.97689,0.95442,0.96263,0.97112,0.95108,1463.6,201.42,710.65,400.0,2775.67,0.1,770.26,770.36,0.0,2005.31,47.379,680.46,181.04,63.49,134.91,0.0,256.33
11,21,1,0.99096,0.98173,0.97869,0.98173,0.98173,0.97856,0.97835,0.97755,0.97755,0.97998,0.97835,0.95723,0.96538,0.97489,0.95243,1377.34,120.56,643.54,400.0,2541.44,0.1,609.63,609.73,0.0,1931.71,41.839,655.91,186.49,38.26,134.91,0.0,202.94
11,22,1,0.99212,0.98408,0.98155,0.98408,0.98408,0.98108,0.98092,0.98008,0.98008,0.98245,0.98092,0.96371,0.96866,0.97818,0.95503,1156.14,95.11,608.97,400.0,2260.22,0.1,582.4,582.5,0.0,1677.72,32.56,568.79,175.94,30.37,134.9,0.0,193.89
11,23,1,0.99378,0.98752,0.98579,0.98752,0.98752,0.98471,0.98457,0.98371,0.98371,0.98604,0.98457,0.97356,0.97305,0.98229,0.95876,803.25,78.98,574.65,400.0,1856.88,0.1,569.22,569.32,0.0,1287.56,21.534,435.49,163.74,25.43,134.89,0.0,189.51
12,0,1,0.9947,0.98945,0.98816,0.98945,0.98945,0.98679,0.98665,0.98579,0.98579,0.98817,0.98665,0.97904,0.97542,0.98439,0.9609,604.1,78.15,561.71,400.0,1643.96,0.1,593.71,593.81,0.0,1050.15,16.897,354.92,151.02,25.27,134.88,0.0,197.65
12,1,1,0.99497,0.98997,0.98885,0.98997,0.98997,0.98722,0.98709,0.98623,0.98623,0.98851,0.98709,0.98092,0.97603,0.98482,0.96135,526.6,78.13,553.66,400.0,1558.39,0.1,554.66,554.76,0.0,1003.63,15.646,339.04,161.35,25.28,134.89,0.0,184.68
12,2,1,0.99556,0.99133,0.99037,0.99133,0.99133,0.98901,0.98886,0.98801,0.98801,0.99061,0.98886,0.98363,0.97795,0.9865,0.96318,449.4,81.59,547.62,400.0,1478.61,0.1,689.51,689.61,0.0,789.0,13.672,266.86,115.55,26.5,134.87,0.0,229.5
12,3,1,0.9958,0.99187,0.99097,0.99187,0.99187,0.98974,0.98959,0.98874,0.98874,0.99143,0.98959,0.98463,0.97897,0.9872,0.96393,423.28,82.31,533.82,400.0,1439.41,0.1,731.96,732.06,0.0,707.35,12.925,239.45,97.05,26.77,134.88,0.0,243.61
